id;Fecha;MENCION
42137;2013-12-06;MEDICO CIRUJANO
54619;2014-07-29;INGENIERO GEOLOGO
38628;2010-12-10;INGENIERO AGRONOMO
35161;2016-12-02;ABOGADO
50396;2011-07-01;LICENCIADO EN ESTUDIOS INTERNACIONALES
35635;2008-11-28;ABOGADO
54404;2012-12-13;MEDICO VETERINARIO
43110;2011-12-16;INGENIERO METALURGICO
44355;2013-06-28;ANTROPOLOGO
42021;2013-07-04;LICENCIADO EN COMPUTACION
42949;2013-12-13;INGENIERO ELECTRICISTA
52650;2012-12-07;FARMACEUTICO
38458;2010-01-29;LICENCIADO EN ARCHIVOLOGIA
37947;2011-12-02;ANTROPOLOGO
42166;2011-12-09;MEDICO CIRUJANO
45653;2010-06-04;LICENCIADO EN ESTUDIOS INTERNACIONALES
51363;2013-07-19;INGENIERO CIVIL
37015;2010-12-10;INGENIERO DE PETROLEO
54466;2016-11-25;MEDICO VETERINARIO
49121;2013-03-22;LICENCIADO EN TRADUCCION
43378;2015-07-17;ODONTOLOGO
40244;2014-07-29;INGENIERO DE MINAS
44504;2011-01-28;LICENCIADO EN GEOGRAFIA
29320;2009-07-23;LICENCIADO EN NUTRICION Y DIETETICA
46894;2011-12-02;LICENCIADO EN ESTUDIOS INTERNACIONALES
51849;2012-03-30;LICENCIADO EN TRADUCCION E INTERPRETACION
35429;2009-11-27;ABOGADO
39905;2013-11-28;ABOGADO
50417;2012-12-14;MEDICO CIRUJANO
41952;2013-12-06;MEDICO CIRUJANO
43865;2011-12-09;MEDICO CIRUJANO
28959;2015-07-03;LICENCIADO EN GEOQUIMICA
82154;2015-06-05;LICENCIADO EN ENFERMERIA
36252;2010-01-29;LICENCIADO EN ARCHIVOLOGIA
47006;2011-07-01;SOCIOLOGO
30715;2009-11-13;FARMACEUTICO
31493;2008-05-30;TECNICO SUPERIOR EN ENFERMERIA
31493;2010-11-05;LICENCIADO EN ENFERMERIA
48814;2014-03-28;LICENCIADO EN CONTADURIA PUBLICA
37146;2009-12-04;LICENCIADO EN CONTADURIA PUBLICA
28546;2012-11-30;LICENCIADO EN COMUNICACION SOCIAL
44707;2012-03-30;ODONTOLOGO
63356;2013-07-19;INGENIERO METALURGICO
72083;2013-07-12;LICENCIADO EN ENFERMERIA
53503;2011-11-25;ABOGADO
75168;2015-06-05;LICENCIADO EN ENFERMERIA
41594;2010-11-26;ABOGADO
71647;2012-03-23;LICENCIADO EN ENFERMERIA
62002;2012-12-14;MEDICO CIRUJANO
59348;2013-07-19;INGENIERO GEOFISICO
83702;2013-07-12;LICENCIADO EN ENFERMERIA
29776;2009-12-11;LICENCIADO EN BIOANALISIS
27523;2015-12-15;LICENCIADO EN GEOQUIMICA
48836;2015-07-17;ODONTOLOGO
58740;2015-07-17;ODONTOLOGO
56390;2012-06-22;LICENCIADO EN ESTUDIOS INTERNACIONALES
42134;2011-12-09;LICENCIADO EN NUTRICION Y DIETETICA
44944;2016-07-01;LICENCIADO EN TRADUCCION E INTERPRETACION
42618;2011-11-25;ABOGADO
35072;2010-07-23;LICENCIADO EN COMUNICACION SOCIAL
84317;2016-12-13;INGENIERO GEOFISICO
38640;2011-07-08;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
42370;2012-11-30;LICENCIADO EN NUTRICION Y DIETETICA
58294;2014-12-12;ODONTOLOGO
35525;2013-03-22;LICENCIADO EN COMUNICACION SOCIAL
39856;2012-12-13;ODONTOLOGO
43450;2013-06-28;ECONOMISTA
89173;2016-12-02;ABOGADO
71648;2012-03-23;LICENCIADO EN ENFERMERIA
32411;2010-12-03;LICENCIADO EN ESTUDIOS INTERNACIONALES
46804;2011-07-01;LICENCIADO EN CIENCIAS ACTUARIALES
44507;2012-07-27;ODONTOLOGO
58933;2013-12-06;MEDICO CIRUJANO
27709;2010-11-11;FARMACEUTICO
60582;2014-04-25;LICENCIADO EN EDUCACION
35909;2010-11-11;ARQUITECTO
34360;2009-12-11;ODONTOLOGO
38195;2011-01-28;LICENCIADO EN COMUNICACION SOCIAL
62703;2010-04-23;LICENCIADO EN ENFERMERIA
34933;2012-03-30;LICENCIADO EN FILOSOFIA
35359;2010-11-11;MEDICO CIRUJANO
41998;2011-12-09;MEDICO CIRUJANO
43034;2011-07-21;ODONTOLOGO
25647;2010-11-05;LICENCIADO EN ENFERMERIA
28024;2011-07-08;LICENCIADO EN QUIMICA
43194;2011-07-08;INGENIERO CIVIL
42173;2011-12-09;MEDICO CIRUJANO
42875;2017-06-02;Licenciado en Estudios Internacionales
35330;2018-12-14;INGENIERO CIVIL
36651;2014-07-29;INGENIERO QUIMICO
53107;2015-05-08;LICENCIADO EN EDUCACION
28365;2010-07-23;LICENCIADO EN PSICOLOGIA
42682;2011-07-29;LICENCIADO EN COMUNICACION SOCIAL
27351;2011-12-09;MEDICO CIRUJANO
36021;2011-07-08;LICENCIADO EN BIOANALISIS
54423;2012-12-13;MEDICO VETERINARIO
47820;2016-12-13;ODONTOLOGO
51110;2009-10-23;TECNICO SUPERIOR EN ENFERMERIA
51110;2012-03-23;LICENCIADO EN ENFERMERIA
81761;2018-05-25;LICENCIADO EN TRADUCCIÓN
51152;2015-07-17;ODONTOLOGO
46999;2012-12-07;ECONOMISTA
42069;2014-12-05;LICENCIADO EN QUIMICA
42209;2012-07-13;LICENCIADO EN BIOLOGIA
48794;2012-07-27;ODONTOLOGO
74919;2015-11-13;TECNICO SUPERIOR EN ENFERMERIA
53975;2012-06-22;SOCIOLOGO
50636;2012-07-13;LICENCIADO EN NUTRICION Y DIETETICA
56685;2011-12-02;LICENCIADO EN ESTUDIOS INTERNACIONALES
51718;2014-07-25;LICENCIADO EN BIOANALISIS
51122;2010-01-22;TECNICO SUPERIOR EN CARDIOPULMONAR
42471;2011-12-09;MEDICO CIRUJANO
60844;2012-11-16;LICENCIADO EN ENFERMERIA
41685;2010-11-26;ABOGADO
35906;2008-01-18;TECNICO SUPERIOR EN CARDIOPULMONAR
35906;2015-06-05;LICENCIADO EN TECNOLOGIA Y TERAPIA CARDIORRESPIRATORIA
36956;2010-06-04;LICENCIADO EN CONTADURIA PUBLICA
48516;2012-06-22;ECONOMISTA
49682;2016-07-01;LICENCIADO EN PSICOLOGIA
56549;2012-12-07;LICENCIADO EN ESTUDIOS INTERNACIONALES
50802;2012-12-14;MEDICO CIRUJANO
57184;2012-12-14;LICENCIADO EN COMPUTACION
49066;2012-03-30;LICENCIADO EN TRADUCCION
42154;2011-12-09;MEDICO CIRUJANO
46159;2012-07-13;ARQUITECTO
56946;2014-04-25;LICENCIADO EN PSICOLOGIA
89179;2018-11-23; 	LICENCIADO EN ENFERMERÍA
37485;2008-12-04;LICENCIADO EN ESTUDIOS INTERNACIONALES
52340;2012-11-30;LICENCIADO EN EDUCACION
50473;2010-01-22;TECNICO SUPERIOR EN CARDIOPULMONAR
50473;2016-12-16;MEDICO CIRUJANO
53774;2013-03-15;ARQUITECTO
49125;2011-01-28;LICENCIADO EN LETRAS
34570;2010-03-26;ODONTOLOGO
36157;2010-11-11;ARQUITECTO
41257;2011-01-28;LICENCIADO EN COMUNICACION SOCIAL
45226;2010-11-26;ABOGADO
48619;2011-12-13;ODONTOLOGO
39456;2009-12-04;LICENCIADO EN CONTADURIA PUBLICA
54552;2015-07-17;INGENIERO CIVIL
42029;2011-12-09;MEDICO CIRUJANO
64550;2015-07-17;ODONTOLOGO
67751;2011-11-11;TECNICO SUPERIOR EN ENFERMERIA
67751;2014-07-25;LICENCIADO EN ENFERMERIA
58983;2014-12-11;MEDICO CIRUJANO
49002;2011-11-11;LICENCIADO EN COMUNICACION SOCIAL
58614;2014-04-04;ODONTOLOGO
50515;2012-12-14;MEDICO CIRUJANO
52685;2012-12-07;FARMACEUTICO
52745;2011-11-25;ABOGADO
41516;2013-11-28;ABOGADO
49328;2012-03-30;LICENCIADO EN BIBLIOTECOLOGIA
42228;2010-12-10;LICENCIADO EN BIOANALISIS
44008;2011-07-08;LICENCIADO EN BIOANALISIS
47309;2010-04-23;TECNICO SUPERIOR EN ENFERMERIA
47309;2013-07-12;LICENCIADO EN ENFERMERIA
41333;2013-11-29;LICENCIADO EN FILOSOFIA
30878;2013-12-13;INGENIERO MECANICO
60495;2014-11-21;LICENCIADO EN EDUCACION
66525;2014-11-14;LICENCIADO EN ESTUDIOS INTERNACIONALES
50699;2016-12-16;MEDICO CIRUJANO
69502;2016-07-08;ABOGADO
65914;2015-06-12;ARQUITECTO
50730;2011-11-11;ARQUITECTO
43722;2011-01-28;LICENCIADO EN ARCHIVOLOGIA
43771;2011-11-25;ABOGADO
60483;2017-05-12;LICENCIADO EN ARTES
52129;2012-11-30;LICENCIADO EN TRADUCCION
61077;2012-06-22;LICENCIADO EN ESTUDIOS INTERNACIONALES
38521;2012-12-14;MEDICO CIRUJANO
35951;2013-12-06;MEDICO CIRUJANO
43175;2010-12-14;ODONTOLOGO
38007;2011-12-02;ANTROPOLOGO
42289;2012-12-14;MEDICO CIRUJANO
43547;2013-12-06;MEDICO CIRUJANO
43880;2014-03-28;ECONOMISTA
43109;2011-07-08;INGENIERO QUIMICO
41900;2011-12-09;MEDICO CIRUJANO
58322;2014-04-04;ODONTOLOGO
51792;2013-12-06;MEDICO CIRUJANO
49770;2016-07-15;ECONOMISTA
52824;2015-06-19;LICENCIADO EN ADMINISTRACION COMERCIAL
58296;2015-12-11;MEDICO CIRUJANO
49140;2017-11-17;LICENCIADO EN LETRAS
52323;2011-11-25;ABOGADO
49124;2012-03-30;LICENCIADO EN COMUNICACION SOCIAL
61069;2015-12-11;MEDICO CIRUJANO
50751;2012-12-14;MEDICO CIRUJANO
64653;2014-11-28;ABOGADO
42808;2011-12-16;INGENIERO ELECTRICISTA
66891;2014-11-14;LICENCIADO EN ADMINISTRACION COMERCIAL
63348;2017-06-02;Licenciado en Administración Comercial
58454;2013-07-12;LICENCIADO EN NUTRICION Y DIETETICA
58605;2013-07-12;LICENCIADO EN NUTRICION Y DIETETICA
67987;2014-12-12;ODONTOLOGO
57749;2016-12-02;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
64471;2018-04-27;ODONTÓLOGO
58799;2013-12-06;MEDICO CIRUJANO
58408;2013-12-06;MEDICO CIRUJANO
59411;2014-03-28;FARMACEUTICO
57741;2015-11-27;ABOGADO
58809;2015-12-11;MEDICO CIRUJANO
29044;2009-11-13;MEDICO CIRUJANO
26106;2009-07-23;MEDICO VETERINARIO
37714;2010-11-11;MEDICO CIRUJANO
49470;2011-12-16;LICENCIADO EN COMPUTACION
28319;2009-07-17;LICENCIADO EN COMUNICACION SOCIAL
27766;2009-12-11;LICENCIADO EN COMPUTACION
41296;2011-01-28;LICENCIADO EN PSICOLOGIA
43345;2013-03-15;ARQUITECTO
35605;2013-12-06;MEDICO CIRUJANO
52890;2016-07-15;ECONOMISTA
89184;2017-12-12;INGENIERO MECÁNICO
36216;2009-12-11;INGENIERO CIVIL
58845;2013-03-08;TECNICO SUPERIOR EN CARDIOPULMONAR
37100;2008-12-04;LICENCIADO EN ESTUDIOS INTERNACIONALES
37675;2012-06-22;LICENCIADO EN ESTUDIOS INTERNACIONALES
46389;2012-06-22;LICENCIADO EN ESTUDIOS INTERNACIONALES
56503;2012-12-07;LICENCIADO EN ESTUDIOS INTERNACIONALES
56834;2011-12-02;LICENCIADO EN ESTUDIOS INTERNACIONALES
41926;2011-07-08;LICENCIADO EN COMPUTACION
36849;2014-11-21;LICENCIADO EN TRADUCCION E INTERPRETACION
46180;2012-11-30;ARQUITECTO
40283;2012-07-20;INGENIERO QUIMICO
37221;2014-04-04;ODONTOLOGO
71692;2016-07-29;INGENIERO CIVIL
49844;2012-07-13;LICENCIADO EN BIOLOGIA
34802;2012-11-30;LICENCIADO EN LETRAS
41768;2010-12-10;LICENCIADO EN MATEMATICA
39502;2009-06-05;LICENCIADO EN ESTUDIOS INTERNACIONALES
27629;2013-07-04;LICENCIADO EN COMPUTACION
35994;2015-12-15;INGENIERO ELECTRICISTA
35158;2013-12-06;MEDICO CIRUJANO
50678;2013-03-22;LICENCIADO EN COMUNICACION SOCIAL
49830;2014-07-04;LICENCIADO EN QUIMICA
45819;2012-12-13;INGENIERO AGRONOMO
41585;2010-11-26;ABOGADO
39176;2010-11-11;FARMACEUTICO
36675;2012-07-13;LICENCIADO EN COMPUTACION
52426;2011-11-25;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
43440;2011-07-15;ARQUITECTO
29864;2011-12-02;LICENCIADO EN TRABAJO SOCIAL
30955;2008-06-13;LICENCIADO EN ESTUDIOS INTERNACIONALES
38992;2012-03-22;TECNICO SUPERIOR EN CARDIOPULMONAR
45530;2010-11-11;FARMACEUTICO
43699;2010-12-03;LICENCIADO EN CIENCIAS ACTUARIALES
55380;2011-03-25;LICENCIADO EN ENFERMERIA
37474;2011-12-02;ANTROPOLOGO
50268;2016-07-29;LICENCIADO EN BIOLOGIA
40245;2018-12-14;INGENIERO ELECTRICISTA
39175;2009-11-13;FARMACEUTICO
30645;2014-04-04;ABOGADO
75306;2015-06-05;LICENCIADO EN ENFERMERIA
44580;2013-11-22;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
47480;2017-06-02;Sociólogo
35759;2011-12-09;LICENCIADO EN NUTRICION Y DIETETICA
62966;2017-04-28;ARQUITECTO
83930;2016-07-29;INGENIERO MECANICO
45045;2009-12-04;LICENCIADO EN ESTUDIOS INTERNACIONALES
52770;2013-07-12;LICENCIADO EN BIOANALISIS
52770;2013-12-05;LICENCIADO EN BIOANALISIS
54478;2014-07-18;MEDICO VETERINARIO
40276;2013-07-19;INGENIERO MECANICO
44588;2012-11-23;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
46587;2010-12-03;LICENCIADO EN ADMINISTRACION COMERCIAL
89189;2018-07-27;LICENCIADO EN MATEMÁTICA
42186;2014-07-04;LICENCIADO EN BIOLOGIA
52615;2017-06-16;LICENCIADO EN NUTRICIÓN Y DIETÉTICA
52451;2011-11-25;ABOGADO
50235;2017-06-02;Licenciado en Administración Comercial
52247;2015-05-08;LICENCIADO EN PSICOLOGIA
46147;2011-07-01;ECONOMISTA
69762;2014-11-07;ARQUITECTO
44038;2011-07-29;LICENCIADO EN TRADUCCION
45158;2011-11-25;ABOGADO
64372;2014-07-18;MEDICO VETERINARIO
42338;2011-12-09;MEDICO CIRUJANO
43675;2015-06-19;ECONOMISTA
43105;2012-12-13;ODONTOLOGO
40201;2012-06-22;LICENCIADO EN CONTADURIA PUBLICA
41665;2015-11-20;LICENCIADO EN PSICOLOGIA
46450;2011-12-02;ECONOMISTA
38219;2011-01-28;LICENCIADO EN GEOGRAFIA
31704;2011-07-01;ECONOMISTA
42153;2018-12-04;ABOGADO
43682;2014-11-14;ECONOMISTA
46504;2012-12-13;INGENIERO CIVIL
39529;2010-04-23;ARQUITECTO
34888;2010-07-23;LICENCIADO EN COMUNICACION SOCIAL
41356;2016-11-25;LICENCIADO EN FILOSOFIA
45540;2010-11-11;FARMACEUTICO
44857;2015-06-12;ARQUITECTO
48626;2014-07-29;ODONTOLOGO
46145;2011-11-11;ARQUITECTO
46185;2012-07-13;ARQUITECTO
43297;2011-11-11;ARQUITECTO
44097;2014-07-25;LICENCIADO EN BIOANALISIS
42301;2012-12-14;MEDICO CIRUJANO
44095;2014-07-25;LICENCIADO EN BIOANALISIS
43660;2014-11-21;LICENCIADO EN LETRAS
44325;2014-12-05;LICENCIADO EN MATEMATICA
80979;2015-12-03;LICENCIADO EN CONTADURIA PUBLICA
89192;2017-12-05;ABOGADO
36069;2013-12-13;INGENIERO DE PETROLEO
48767;2012-07-27;ODONTOLOGO
53083;2012-07-13;ARQUITECTO
45433;2011-11-25;ABOGADO
29176;2008-11-28;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
89194;2017-12-01; 	LICENCIADO EN ENFERMERÍA
54434;2015-12-11;MEDICO VETERINARIO
72084;2013-07-12;LICENCIADO EN ENFERMERIA
63919;2011-03-18;TECNICO SUPERIOR EN RADIOLOGIA E IMAGENOLOGIA
38035;2015-06-19;LICENCIADO EN ESTUDIOS INTERNACIONALES
78525;2017-03-17;Técnico Superior en Información de Salud
89195;2016-03-04;TECNICO SUPERIOR EN INFORMACION DE SALUD
63861;2011-03-18;TECNICO SUPERIOR EN RADIOLOGIA E IMAGENOLOGIA
64629;2011-03-18;TECNICO SUPERIOR EN RADIOLOGIA E IMAGENOLOGIA
50427;2009-10-23;TECNICO SUPERIOR EN ENFERMERIA
50427;2012-03-23;LICENCIADO EN ENFERMERIA
55904;2010-01-22;TECNICO SUPERIOR EN RADIOLOGIA E IMAGENOLOGIA
85496;2014-03-14;TECNICO SUPERIOR EN CARDIOPULMONAR
39151;2011-11-11;ARQUITECTO
27118;2008-11-28;ABOGADO
40808;2014-06-20;ARQUITECTO
32464;2010-06-18;LICENCIADO EN BIOANALISIS
55365;2013-07-26;INGENIERO AGRONOMO
61667;2012-12-14;MEDICO CIRUJANO
40433;2011-12-16;INGENIERO QUIMICO
45924;2015-12-15;INGENIERO AGRONOMO
39331;2010-07-09;MEDICO VETERINARIO
38429;2014-07-18;INGENIERO AGRONOMO
38573;2012-12-13;INGENIERO AGRONOMO
31673;2011-07-08;INGENIERO DE PETROLEO
41118;2011-07-21;MEDICO VETERINARIO
53970;2013-07-26;INGENIERO AGRONOMO
29213;2009-11-27;ABOGADO
36103;2011-07-08;INGENIERO CIVIL
54191;2013-06-28;SOCIOLOGO
32779;2013-07-26;INGENIERO AGRONOMO
54120;2014-07-18;INGENIERO AGRONOMO
55318;2014-07-18;INGENIERO AGRONOMO
36280;2012-07-20;INGENIERO QUIMICO
36037;2011-12-16;INGENIERO DE PETROLEO
39305;2011-07-21;MEDICO VETERINARIO
38954;2013-07-26;INGENIERO AGRONOMO
43196;2014-07-29;INGENIERO HIDROMETEOROLOGISTA
41044;2014-07-18;MEDICO VETERINARIO
54039;2013-07-26;INGENIERO AGRONOMO
40243;2012-07-20;INGENIERO QUIMICO
50291;2012-07-13;LICENCIADO EN GEOQUIMICA
29698;2009-12-04;ECONOMISTA
38655;2013-07-26;INGENIERO AGRONOMO
41535;2010-11-26;ABOGADO
36248;2009-12-11;INGENIERO QUIMICO
61929;2016-11-25;LICENCIADO EN COMUNICACION SOCIAL
42602;2011-01-28;LICENCIADO EN PSICOLOGIA
28675;2015-12-15;INGENIERO CIVIL
46579;2011-12-16;INGENIERO MECANICO
81712;2015-06-19;LICENCIADO EN ESTUDIOS INTERNACIONALES
65526;2015-07-03;LICENCIADO EN COMPUTACION
41506;2010-11-26;ABOGADO
43269;2009-12-04;LICENCIADO EN ESTUDIOS INTERNACIONALES
42689;2010-11-26;ABOGADO
42699;2012-03-30;LICENCIADO EN LETRAS
89206;2017-04-28;LICENCIADO EN CIENCIAS POLÍTICAS Y ADMINISTRATIVAS
48943;2012-11-30;LICENCIADO EN EDUCACION
41792;2010-12-10;LICENCIADO EN MATEMATICA
40252;2012-07-20;INGENIERO MECANICO
37646;2009-12-04;LICENCIADO EN CONTADURIA PUBLICA
44028;2013-06-28;LICENCIADO EN CONTADURIA PUBLICA
52734;2014-04-25;LICENCIADO EN TRADUCCION
36650;2011-12-16;INGENIERO QUIMICO
34757;2011-01-28;LICENCIADO EN PSICOLOGIA
54748;2014-07-29;INGENIERO CIVIL
37813;2011-07-08;INGENIERO DE PETROLEO
51631;2017-05-12;LICENCIADO EN COMUNICACION SOCIAL
80277;2016-05-06;LICENCIADO EN ADMINISTRACION COMERCIAL
47251;2011-07-01;LICENCIADO EN ESTUDIOS INTERNACIONALES
36374;2014-04-25;LICENCIADO EN ARTES
46909;2014-11-21;LICENCIADO EN PSICOLOGIA
53831;2012-12-07;LICENCIADO EN CONTADURIA PUBLICA
51270;2012-07-20;INGENIERO CIVIL
50065;2017-06-02;Economista
30030;2009-06-05;LICENCIADO EN TRABAJO SOCIAL
58705;2014-12-12;ODONTOLOGO
54367;2011-11-25;ABOGADO
42528;2012-07-13;LICENCIADO EN COMPUTACION
30800;2009-01-23;LICENCIADO EN EDUCACION
46813;2011-12-02;LICENCIADO EN CIENCIAS ESTADISTICAS
42769;2011-12-16;INGENIERO DE PETROLEO
48940;2016-07-01;LICENCIADO EN TRADUCCION
48631;2011-12-02;LICENCIADO EN ADMINISTRACION COMERCIAL
42783;2011-12-16;INGENIERO DE PETROLEO
54677;2015-07-17;INGENIERO QUIMICO
77137;2013-07-12;LICENCIADO EN ENFERMERIA
57284;2015-12-15;LICENCIADO EN COMPUTACION
51252;2013-07-19;INGENIERO ELECTRICISTA
58234;2016-12-13;ODONTOLOGO
41893;2008-11-07;TECNICO SUPERIOR EN ENFERMERIA
41893;2012-03-23;LICENCIADO EN ENFERMERIA
46047;2016-07-01;LICENCIADO EN EDUCACION
41304;2011-01-28;LICENCIADO EN EDUCACION
57893;2012-11-23;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
36222;2013-12-13;INGENIERO MECANICO
54625;2014-12-05;INGENIERO GEOLOGO
52076;2016-12-13;ODONTOLOGO
31382;2008-06-13;LICENCIADO EN ESTUDIOS INTERNACIONALES
43854;2014-03-28;LICENCIADO EN ADMINISTRACION COMERCIAL
50943;2012-11-30;LICENCIADO EN NUTRICION Y DIETETICA
36879;2010-06-18;LICENCIADO EN QUIMICA
48917;2012-03-30;LICENCIADO EN PSICOLOGIA
44227;2014-11-28;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
48722;2013-07-26;ODONTOLOGO
37691;2010-11-26;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
50117;2011-11-25;ABOGADO
36806;2016-07-29;LICENCIADO EN BIOLOGIA
48915;2012-03-30;LICENCIADO EN COMUNICACION SOCIAL
37393;2014-03-28;LICENCIADO EN TRABAJO SOCIAL
51739;2010-04-23;TECNICO SUPERIOR EN ENFERMERIA
36989;2009-12-04;LICENCIADO EN TRABAJO SOCIAL
43906;2013-11-29;LICENCIADO EN TRADUCCION E INTERPRETACION
44204;2010-11-26;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
41536;2010-11-26;ABOGADO
89214;2016-12-02;ABOGADO
52154;2014-11-28;ABOGADO
35189;2009-01-16;LICENCIADO EN FISIOTERAPIA
29876;2009-07-17;LICENCIADO EN LETRAS
39606;2010-06-04;LICENCIADO EN CONTADURIA PUBLICA
39717;2010-06-04;LICENCIADO EN CONTADURIA PUBLICA
54186;2015-12-11;ARQUITECTO
77297;2016-12-02;ABOGADO
43940;2012-12-07;LICENCIADO EN CONTADURIA PUBLICA
45008;2017-06-02;Licenciado en Administración Comercial
40470;2017-04-28;INGENIERO QUÍMICO
46779;2009-03-27;TECNICO SUPERIOR EN ENFERMERIA
46779;2012-03-23;LICENCIADO EN ENFERMERIA
46870;2011-12-02;LICENCIADO EN CIENCIAS ESTADISTICAS
49048;2013-03-22;LICENCIADO EN PSICOLOGIA
45376;2012-06-22;LICENCIADO EN CONTADURIA PUBLICA
45373;2012-06-22;LICENCIADO EN CONTADURIA PUBLICA
44316;2017-12-12;INGENIERO MECÁNICO
41842;2012-12-14;MEDICO CIRUJANO
49231;2011-07-29;LICENCIADO EN COMUNICACION SOCIAL
46428;2015-12-15;INGENIERO GEOFISICO
41793;2013-07-04;LICENCIADO EN QUIMICA
41793;2016-07-01;LICENCIADO EN EDUCACION MENCION QUIMICA
47911;2014-11-14;LICENCIADO EN ESTUDIOS INTERNACIONALES
57672;2012-11-23;ABOGADO
51185;2014-04-04;INGENIERO DE PETROLEO
57992;2015-11-27;ABOGADO
78927;2013-03-07;TECNICO SUPERIOR EN INFORMACION DE SALUD
42213;2012-12-14;LICENCIADO EN MATEMATICA
37709;2008-05-30;TECNICO SUPERIOR EN ENFERMERIA
37709;2014-12-11;MEDICO CIRUJANO
40429;2010-06-18;INGENIERO DE PETROLEO
37241;2010-06-04;ECONOMISTA
50586;2010-01-22;TECNICO SUPERIOR EN CARDIOPULMONAR
44073;2010-12-03;LICENCIADO EN TRABAJO SOCIAL
41534;2011-01-28;LICENCIADO EN PSICOLOGIA
41896;2018-12-11;MÉDICO CIRUJANO
42953;2012-12-13;INGENIERO CIVIL
35146;2011-11-11;LICENCIADO EN ARTES
71707;2014-07-25;LICENCIADO EN ENFERMERIA
89218;2016-03-04;LICENCIADO EN INSPECCIÓN EN SALUD PUBLICA
42325;2013-12-06;MEDICO CIRUJANO
32834;2008-06-13;LICENCIADO EN ESTUDIOS INTERNACIONALES
32787;2010-07-09;INGENIERO AGRONOMO
31862;2010-03-26;LICENCIADO EN NUTRICION Y DIETETICA
42958;2011-12-09;MEDICO CIRUJANO
44131;2013-12-06;MEDICO CIRUJANO
47159;2017-05-12;LICENCIADO EN HISTORIA
58791;2013-12-06;MEDICO CIRUJANO
56288;2018-12-07;ARQUITECTO
53872;2013-06-28;LICENCIADO EN CONTADURIA PUBLICA
42330;2016-07-08;LICENCIADO EN BIOANALISIS
40256;2011-12-16;INGENIERO QUIMICO
43767;2013-03-22;LICENCIADO EN GEOGRAFIA
50805;2012-12-14;TECNICO SUPERIOR EN CITOTECNOLOGIA
37425;2009-06-05;LICENCIADO EN ESTUDIOS INTERNACIONALES
48732;2012-07-27;ODONTOLOGO
41709;2011-12-16;INGENIERO DE PETROLEO
70316;2017-06-02;Licenciado en Estudios Internacionales
50514;2012-07-13;LICENCIADO EN NUTRICION Y DIETETICA
44531;2010-11-26;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
56456;2015-06-19;LICENCIADO EN CIENCIAS ACTUARIALES
43581;2010-12-03;ECONOMISTA
35234;2010-03-26;LICENCIADO EN NUTRICION Y DIETETICA
49050;2012-03-30;LICENCIADO EN PSICOLOGIA
51054;2016-12-16;LICENCIADO EN NUTRICION Y DIETETICA
45531;2015-05-15;FARMACEUTICO
48823;2010-12-03;LICENCIADO EN ESTUDIOS INTERNACIONALES
48823;2014-11-28;ABOGADO
51579;2012-11-30;LICENCIADO EN BIOANALISIS
58749;2013-12-06;MEDICO CIRUJANO
49808;2014-12-11;MEDICO CIRUJANO
61164;2014-11-14;LICENCIADO EN TRABAJO SOCIAL
60161;2017-05-12;LICENCIADO EN EDUCACIÓN
46090;2012-11-23;ABOGADO
43822;2012-07-13;LICENCIADO EN BIOANALISIS
49970;2012-07-13;LICENCIADO EN QUIMICA
42467;2011-12-09;MEDICO CIRUJANO
66693;2016-07-29;INGENIERO MECANICO
51861;2014-04-25;LICENCIADO EN HISTORIA
50035;2014-07-04;LICENCIADO EN QUIMICA
50808;2011-11-25;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
58171;2013-11-28;ABOGADO
89225;2018-12-07;LICENCIADO EN CONTADURIA PÚBLICA
70222;2015-06-12;ARQUITECTO
42222;2011-12-09;MEDICO CIRUJANO
57665;2014-03-28;LICENCIADO EN ESTUDIOS INTERNACIONALES
50766;2012-12-14;MEDICO CIRUJANO
58276;2013-12-06;MEDICO CIRUJANO
41588;2012-11-30;LICENCIADO EN ARCHIVOLOGIA
59986;2013-12-06;MEDICO CIRUJANO
34800;2012-03-30;LICENCIADO EN GEOGRAFIA
50936;2012-07-13;ARQUITECTO
54864;2011-12-02;LICENCIADO EN ESTUDIOS INTERNACIONALES
71166;2014-11-21;LICENCIADO EN PSICOLOGIA
71063;2016-12-13;INGENIERO CIVIL
38016;2016-12-13;INGENIERO CIVIL
49344;2012-03-30;LICENCIADO EN EDUCACION
62846;2013-11-28;ABOGADO
41766;2011-12-13;ODONTOLOGO
60377;2018-11-23;LICENCIADO EN BIOANÁLISIS
